step,mse_loss,epoch,loss,r2_score,val_mae,val_r2_score,val_mse_loss,test_mse_loss,test_mae,test_r2_score
113,1992.19287109375,3,5094.6669921875,0.654167115688324,,,,,,
114,1940.8787841796875,3,4985.791015625,0.844246506690979,,,,,,
115,2421.37451171875,3,5291.2001953125,0.7223838567733765,,,,,,
116,1795.0364990234375,3,4666.509765625,0.8885067105293274,,,,,,
117,3203.078857421875,3,7545.4072265625,0.627528190612793,,,,,,
118,2037.296875,3,4771.6904296875,0.8719298839569092,,,,,,
119,1753.835693359375,3,4140.61376953125,0.6625522375106812,,,,,,
120,2295.4599609375,3,5497.3125,0.8008812069892883,,,,,,
121,2115.380859375,3,4781.9677734375,0.832079291343689,,,,,,
122,1936.4027099609375,3,4455.3330078125,0.7844012975692749,,,,,,
123,3564.489013671875,3,6172.52392578125,-1.0992400646209717,,,,,,
123,,3,,,4167.30322265625,0.6932086944580078,6152.298828125,,,
124,1967.9630126953125,4,4627.486328125,0.8568041324615479,,,,,,
125,1724.6329345703125,4,4138.52978515625,0.792198657989502,,,,,,
126,2258.240234375,4,5146.71337890625,0.6644771099090576,,,,,,
127,1851.328857421875,4,4401.216796875,0.8566462993621826,,,,,,
128,2431.655029296875,4,6176.728515625,0.8081920146942139,,,,,,
129,2415.714111328125,4,6199.48193359375,0.7906102538108826,,,,,,
130,2445.66455078125,4,5693.0810546875,0.803999125957489,,,,,,
131,2552.22705078125,4,5909.94140625,0.7025899887084961,,,,,,
132,2708.8955078125,4,6696.70947265625,0.729167103767395,,,,,,
133,2705.30908203125,4,7377.568359375,0.738808274269104,,,,,,
134,2650.393310546875,4,6025.89599609375,0.7188754677772522,,,,,,
135,1772.1805419921875,4,3721.685791015625,0.8866074085235596,,,,,,
136,1824.3760986328125,4,4196.13720703125,0.535559892654419,,,,,,
137,2456.324462890625,4,5672.82421875,0.6643550992012024,,,,,,
138,2312.7470703125,4,6604.1806640625,0.690079391002655,,,,,,
139,2004.9146728515625,4,4716.6181640625,0.8526226282119751,,,,,,
140,2307.275634765625,4,5788.9765625,0.6855725646018982,,,,,,
141,2092.029052734375,4,5907.43115234375,0.8689422607421875,,,,,,
142,2059.442626953125,4,5108.9619140625,0.6492840051651001,,,,,,
143,2192.009765625,4,5373.537109375,0.7817882895469666,,,,,,
144,2461.8681640625,4,5691.03515625,0.6160820722579956,,,,,,
145,1912.794921875,4,5572.59814453125,0.8339830636978149,,,,,,
146,2435.0361328125,4,6718.416015625,0.7812968492507935,,,,,,
147,2102.188720703125,4,5755.0966796875,0.6697677373886108,,,,,,
148,2675.1474609375,4,6702.26416015625,0.3816296458244324,,,,,,
149,4042.1279296875,4,8730.013671875,0.15293580293655396,,,,,,
150,2384.12841796875,4,6050.3486328125,0.6120978593826294,,,,,,
151,2928.884033203125,4,6950.60498046875,0.8039895296096802,,,,,,
152,2602.708984375,4,6402.4541015625,0.5376921892166138,,,,,,
153,2543.802978515625,4,6364.96240234375,0.787442684173584,,,,,,
154,8170.39453125,4,13522.5107421875,0.1110946536064148,,,,,,
154,,4,,,4161.51171875,0.6898501515388489,6078.89599609375,,,
155,1829.1885986328125,5,3668.1240234375,0.7338132262229919,,,,,,
156,2582.735595703125,5,6174.26806640625,0.7674227356910706,,,,,,
157,2631.82568359375,5,6531.1591796875,0.28711944818496704,,,,,,
158,3933.943603515625,5,9071.978515625,0.6026709079742432,,,,,,
159,2914.792236328125,5,6933.62255859375,0.3252498507499695,,,,,,
160,2527.27783203125,5,5747.38525390625,0.8507980108261108,,,,,,
161,2488.824951171875,5,6307.033203125,0.8103993535041809,,,,,,
162,2449.874755859375,5,6305.67333984375,0.7271268963813782,,,,,,
163,1688.251953125,5,3799.32080078125,0.9080173969268799,,,,,,
164,2555.534912109375,5,6033.578125,0.8531926274299622,,,,,,
165,2727.162109375,5,6876.6904296875,0.36837971210479736,,,,,,
166,2276.7919921875,5,5444.92626953125,0.26074695587158203,,,,,,
167,2825.1875,5,7507.859375,0.7652259469032288,,,,,,
168,2318.16015625,5,5360.82666015625,0.7668372988700867,,,,,,
169,2628.193359375,5,6103.07958984375,0.6941340565681458,,,,,,
170,2295.542724609375,5,5185.640625,0.8744588494300842,,,,,,
171,2542.769287109375,5,6938.09619140625,0.7691487669944763,,,,,,
172,1339.9415283203125,5,3590.38330078125,0.875519335269928,,,,,,
173,1821.841552734375,5,4925.7529296875,0.8036350011825562,,,,,,
174,2243.980224609375,5,5447.689453125,0.8139363527297974,,,,,,
175,2560.355712890625,5,6051.7900390625,0.5956766605377197,,,,,,
176,3611.8193359375,5,8400.0625,0.29240405559539795,,,,,,
177,2165.412109375,5,5523.2216796875,0.5999412536621094,,,,,,
178,2394.0888671875,5,5393.908203125,0.8182335495948792,,,,,,
179,1861.1361083984375,5,4529.31201171875,0.7743583917617798,,,,,,
180,2031.76171875,5,4610.32958984375,0.8228363990783691,,,,,,
181,2847.911376953125,5,6548.2099609375,0.7709099054336548,,,,,,
182,2128.99560546875,5,5630.23291015625,0.7730523347854614,,,,,,
183,2667.116943359375,5,6027.7294921875,0.6004635691642761,,,,,,
184,1822.5645751953125,5,4425.26318359375,0.7359398603439331,,,,,,
185,719.3179321289062,5,608.0576782226562,0.5319093465805054,,,,,,
185,,5,,,4223.859375,0.6856499910354614,6274.3173828125,,,
186,2563.375732421875,6,5802.748046875,0.7735813856124878,,,,,,
187,3096.54296875,6,7049.13720703125,0.7684616446495056,,,,,,
188,2912.56787109375,6,7236.60986328125,0.5662585496902466,,,,,,
189,2599.844482421875,6,6375.29443359375,0.7898759841918945,,,,,,
190,3679.408447265625,6,8554.349609375,0.6515462398529053,,,,,,
191,1454.494873046875,6,4170.787109375,0.9016097187995911,,,,,,
192,2317.81396484375,6,5540.623046875,0.7581660151481628,,,,,,
193,2503.3125,6,5844.75,0.4913977384567261,,,,,,
194,2225.4208984375,6,5545.77685546875,0.6862248182296753,,,,,,
195,2670.446533203125,6,6467.8173828125,0.720586895942688,,,,,,
196,2102.506103515625,6,4612.80322265625,0.7454489469528198,,,,,,
197,2132.638427734375,6,5288.91796875,0.7386693954467773,,,,,,
198,1716.9053955078125,6,4347.45556640625,0.884987473487854,,,,,,
199,2593.562744140625,6,6228.17041015625,0.7480535507202148,,,,,,
200,1604.6356201171875,6,4037.501708984375,0.9044134616851807,,,,,,
201,2560.458740234375,6,6490.39990234375,0.7549730539321899,,,,,,
202,2936.367919921875,6,7260.56494140625,0.602199375629425,,,,,,
203,2384.46533203125,6,5944.20361328125,0.5368101596832275,,,,,,
204,2148.156494140625,6,5672.60302734375,0.7604631781578064,,,,,,
205,2249.294189453125,6,4839.5712890625,0.7619988918304443,,,,,,
206,1749.6531982421875,6,4807.24951171875,0.5316381454467773,,,,,,
207,2353.88671875,6,5456.08251953125,0.7247618436813354,,,,,,
208,2209.00634765625,6,5345.98095703125,0.8207230567932129,,,,,,
209,1639.6092529296875,6,3686.2060546875,0.610550582408905,,,,,,
210,2345.788330078125,6,5907.9755859375,0.8003619313240051,,,,,,
211,2427.890380859375,6,5579.46875,0.8130264282226562,,,,,,
212,3129.12890625,6,7916.85595703125,0.527086615562439,,,,,,
213,1850.30419921875,6,4167.12451171875,0.870949387550354,,,,,,
214,2279.07470703125,6,5523.1083984375,0.7496618032455444,,,,,,
215,2509.203369140625,6,6342.19287109375,0.7760012149810791,,,,,,
216,7734.91845703125,6,15590.1220703125,-0.0025838613510131836,,,,,,
216,,6,,,4023.025146484375,0.6955881118774414,6022.95947265625,,,
217,2399.40478515625,7,5936.23828125,0.7739319801330566,,,,,,
218,2625.419921875,7,6624.55322265625,0.4670754075050354,,,,,,
219,2665.3701171875,7,6021.6640625,0.5954185724258423,,,,,,
220,1905.9366455078125,7,4510.49658203125,0.9057754278182983,,,,,,
221,2712.631591796875,7,7002.25830078125,0.6668479442596436,,,,,,
222,1993.064208984375,7,4459.359375,0.26843708753585815,,,,,,
223,1991.25048828125,7,5025.14013671875,0.758632481098175,,,,,,
224,3134.945068359375,7,7533.96240234375,0.7463878393173218,,,,,,
225,2169.440673828125,7,4702.572265625,0.8669551014900208,,,,,,
226,2045.3013916015625,7,5067.51171875,0.8537826538085938,,,,,,
227,2045.01806640625,7,4567.57373046875,0.8431434035301208,,,,,,
228,3156.257080078125,7,7080.59228515625,0.6845395565032959,,,,,,
229,1775.343994140625,7,4016.8876953125,0.6031454205513,,,,,,
230,1507.3656005859375,7,3542.89697265625,0.9285846948623657,,,,,,
231,2750.57958984375,7,6491.5693359375,0.6660071611404419,,,,,,
232,1565.9583740234375,7,3818.880126953125,0.9009029269218445,,,,,,
233,2343.09130859375,7,5576.462890625,0.6970858573913574,,,,,,
234,2207.57958984375,7,4854.46044921875,0.8159632682800293,,,,,,
235,3287.4013671875,7,7824.3671875,0.6650160551071167,,,,,,
236,2755.498046875,7,7748.33349609375,0.6734856367111206,,,,,,
237,2321.282958984375,7,6411.1611328125,0.7144919633865356,,,,,,
238,1693.24951171875,7,3906.076416015625,0.8692774772644043,,,,,,
239,2580.189697265625,7,7021.68603515625,0.7192027568817139,,,,,,
240,3579.064453125,7,8755.609375,0.6194616556167603,,,,,,
241,2513.89697265625,7,5796.23291015625,0.8142340779304504,,,,,,
242,1610.5194091796875,7,3618.474853515625,0.8950740694999695,,,,,,
243,2197.67724609375,7,6000.1669921875,0.6771242618560791,,,,,,
244,2335.56591796875,7,5597.990234375,0.7084285020828247,,,,,,
245,2546.221435546875,7,6710.408203125,0.6749144196510315,,,,,,
246,2609.349609375,7,6152.63427734375,0.4448341131210327,,,,,,
247,4041.178955078125,7,6051.28369140625,0.843483030796051,,,,,,
247,,7,,,3937.720703125,0.6975036859512329,6000.73828125,,,
248,2303.645263671875,8,5881.71826171875,0.6811308860778809,,,,,,
249,2341.927734375,8,5646.0224609375,0.7893331050872803,,,,,,
250,1777.4100341796875,8,5274.4921875,0.6342748403549194,,,,,,
251,2653.430419921875,8,6752.17431640625,0.8335879445075989,,,,,,
252,1872.3662109375,8,4595.04150390625,0.8739152550697327,,,,,,
253,2225.374755859375,8,5557.9609375,0.383084774017334,,,,,,
254,2646.567626953125,8,6923.5107421875,0.7707838416099548,,,,,,
255,2137.212890625,8,5070.6884765625,0.8081023693084717,,,,,,
256,3084.797607421875,8,7584.3642578125,0.7045804262161255,,,,,,
257,2041.6787109375,8,5105.25439453125,0.7058840990066528,,,,,,
258,2305.73828125,8,6021.37890625,0.7353723049163818,,,,,,
259,1954.004638671875,8,4554.765625,0.8461968302726746,,,,,,
260,1850.0780029296875,8,4740.42919921875,0.7642927169799805,,,,,,
261,2773.61376953125,8,6302.30419921875,0.6139285564422607,,,,,,
262,2862.3583984375,8,7692.35302734375,0.6065657138824463,,,,,,
263,3168.287109375,8,8108.25390625,0.4108651280403137,,,,,,
264,2268.073486328125,8,5441.2373046875,0.8640391826629639,,,,,,
265,2391.9208984375,8,6022.2626953125,0.7840197682380676,,,,,,
266,2428.952392578125,8,5127.4677734375,0.8209549188613892,,,,,,
267,2391.253662109375,8,5363.26220703125,0.7816200256347656,,,,,,
268,2147.12255859375,8,5498.7353515625,0.6529312133789062,,,,,,
269,2669.9482421875,8,6327.22412109375,0.7492526769638062,,,,,,
270,1877.1439208984375,8,5084.0361328125,0.840770959854126,,,,,,
271,1895.77001953125,8,4610.90283203125,0.770868718624115,,,,,,
272,2737.136474609375,8,6613.57861328125,0.396662175655365,,,,,,
273,3100.4287109375,8,7640.82373046875,0.622272253036499,,,,,,
274,1774.6644287109375,8,4075.4765625,0.867426872253418,,,,,,
275,2351.635498046875,8,6085.1875,0.7149746417999268,,,,,,
276,1879.6553955078125,8,5140.93408203125,0.8621435165405273,,,,,,
277,2663.144287109375,8,6215.10205078125,0.7416807413101196,,,,,,
278,1038.3873291015625,8,2850.25830078125,0.4647423028945923,,,,,,
278,,8,,,4012.633056640625,0.7073140144348145,5959.154296875,,,
279,2071.092041015625,9,5371.78759765625,0.8080848455429077,,,,,,
280,2439.130615234375,9,5562.77392578125,0.7855765223503113,,,,,,
281,2558.3818359375,9,6027.24462890625,0.6496318578720093,,,,,,
282,2400.787841796875,9,5732.830078125,0.5191318988800049,,,,,,
283,2232.881103515625,9,6576.3916015625,0.6829229593276978,,,,,,
284,2104.2998046875,9,4612.5830078125,0.8484005331993103,,,,,,
285,3173.51513671875,9,7093.2412109375,0.4690149426460266,,,,,,
286,2679.619140625,9,7403.96044921875,0.7916367650032043,,,,,,
287,2678.353515625,9,7107.77880859375,0.5373780131340027,,,,,,
288,2978.136474609375,9,7269.8115234375,0.5432435274124146,,,,,,
289,1947.7506103515625,9,4223.1005859375,0.6434216499328613,,,,,,
290,2262.564697265625,9,6336.16943359375,0.8180080056190491,,,,,,
291,1782.132568359375,9,4873.15966796875,0.8450806736946106,,,,,,
292,2933.78564453125,9,6509.9794921875,0.6472268104553223,,,,,,
293,2037.501953125,9,4610.92236328125,0.8182132840156555,,,,,,
294,1739.4013671875,9,4507.40234375,0.9034361839294434,,,,,,
295,1488.2264404296875,9,3487.802490234375,0.9188728928565979,,,,,,
296,3099.7392578125,9,7709.7958984375,0.6981992721557617,,,,,,
297,2491.500244140625,9,6387.10302734375,0.4851319193840027,,,,,,
298,1893.328125,9,4858.53857421875,0.6253863573074341,,,,,,
299,2767.275634765625,9,6682.8037109375,0.756270170211792,,,,,,
300,2971.336669921875,9,7003.89697265625,0.6966000199317932,,,,,,
301,1904.4178466796875,9,4734.71142578125,0.757529616355896,,,,,,
302,2779.167724609375,9,6543.0537109375,0.7526630759239197,,,,,,
303,2199.364990234375,9,5322.818359375,0.8289188146591187,,,,,,
304,1926.79638671875,9,4388.04052734375,0.8637056946754456,,,,,,
305,2068.945068359375,9,5139.19873046875,0.8173068761825562,,,,,,
306,2040.9957275390625,9,5689.3720703125,0.4782125949859619,,,,,,
307,2469.817626953125,9,5843.53271484375,0.7643781900405884,,,,,,
308,2316.419189453125,9,5528.85888671875,0.8181133270263672,,,,,,
309,1248.8753662109375,9,1893.1693115234375,-5.938166618347168,,,,,,
309,,9,,,4126.095703125,0.6904688477516174,6261.310546875,,,
310,2887.624755859375,10,7127.94775390625,0.7736760377883911,,,,,,
311,2423.36962890625,10,5823.923828125,0.6769051551818848,,,,,,
312,2777.343505859375,10,6714.87646484375,0.7293907403945923,,,,,,
313,3463.898681640625,10,8928.9736328125,0.6819623708724976,,,,,,
314,2436.744140625,10,5317.83837890625,0.8314017057418823,,,,,,
315,2017.49072265625,10,4218.138671875,0.8611510396003723,,,,,,
316,1963.4669189453125,10,5141.2392578125,0.7651865482330322,,,,,,
317,3081.916748046875,10,7930.43505859375,0.5977122783660889,,,,,,
318,2512.211181640625,10,5961.24658203125,0.6829012632369995,,,,,,
319,1375.7484130859375,10,3407.7158203125,0.6917840242385864,,,,,,
320,2702.5966796875,10,6764.537109375,0.7021976709365845,,,,,,
321,2988.264892578125,10,6833.49169921875,0.7637813687324524,,,,,,
322,2695.695068359375,10,8093.88916015625,0.4610337018966675,,,,,,
323,2108.492919921875,10,5552.77734375,0.7496170997619629,,,,,,
324,2373.67724609375,10,5895.24951171875,0.7730721831321716,,,,,,
325,2468.56103515625,10,6360.4091796875,0.7044126987457275,,,,,,
326,2135.063232421875,10,5542.197265625,0.5236040353775024,,,,,,
327,1679.5596923828125,10,4135.64111328125,0.9051276445388794,,,,,,
328,3104.11376953125,10,7338.0400390625,0.5609831809997559,,,,,,
329,1676.2269287109375,10,3508.166259765625,0.9497350454330444,,,,,,
330,2225.318603515625,10,5200.49169921875,0.8127112984657288,,,,,,
331,2833.652099609375,10,6536.1796875,0.49970847368240356,,,,,,
332,2375.616943359375,10,6211.0400390625,0.6991154551506042,,,,,,
333,2105.326904296875,10,5347.01806640625,0.782500147819519,,,,,,
334,2588.171875,10,6214.6171875,0.6687318086624146,,,,,,
335,1604.72314453125,10,3547.04638671875,0.8951571583747864,,,,,,
336,1598.935546875,10,3551.1201171875,0.49284517765045166,,,,,,
337,2058.564208984375,10,4916.32080078125,0.8403124809265137,,,,,,
338,2377.569580078125,10,5817.306640625,0.7870163917541504,,,,,,
339,1485.7088623046875,10,3773.3251953125,0.8889147043228149,,,,,,
340,1703.5426025390625,10,2407.917724609375,0.5065264105796814,,,,,,
340,,10,,,4161.861328125,0.6789019703865051,6439.3603515625,,,
341,1655.212890625,11,3655.80810546875,0.7671465873718262,,,,,,
342,2413.568359375,11,6317.24267578125,0.728235125541687,,,,,,
343,2528.678466796875,11,6476.4130859375,0.752648651599884,,,,,,
344,2136.14306640625,11,5771.5185546875,0.7921315431594849,,,,,,
345,2422.56884765625,11,6206.138671875,0.8088204860687256,,,,,,
346,1592.069091796875,11,4141.36279296875,0.8546711802482605,,,,,,
347,2158.015625,11,5257.28369140625,0.7968983054161072,,,,,,
348,2610.1923828125,11,6896.19091796875,0.534656286239624,,,,,,
349,1714.9566650390625,11,4151.50244140625,0.5254277586936951,,,,,,
350,3482.423583984375,11,8327.703125,0.6122852563858032,,,,,,
351,2675.121826171875,11,6743.5205078125,0.745086669921875,,,,,,
352,1826.885498046875,11,4398.2177734375,0.8934035301208496,,,,,,
353,1866.041015625,11,5545.388671875,0.7967087030410767,,,,,,
354,3179.1259765625,11,7441.95068359375,0.7620773911476135,,,,,,
355,2186.85302734375,11,5829.45556640625,0.6771236658096313,,,,,,
356,2386.906005859375,11,5697.28955078125,0.6863232851028442,,,,,,
357,2090.47314453125,11,5073.9169921875,0.8090225458145142,,,,,,
358,1581.3779296875,11,4044.426025390625,0.8882273435592651,,,,,,
359,2580.161865234375,11,6269.55224609375,0.609329104423523,,,,,,
360,2818.1396484375,11,6408.83154296875,0.6334151029586792,,,,,,
361,1267.216796875,11,2808.254638671875,0.8039399981498718,,,,,,
362,2541.84130859375,11,6552.74072265625,0.6888002753257751,,,,,,
363,2897.154052734375,11,6275.30224609375,0.7008843421936035,,,,,,
364,2863.921875,11,7199.55126953125,0.6745368242263794,,,,,,
365,1499.406494140625,11,3534.666748046875,0.8977203965187073,,,,,,
366,1521.79296875,11,3722.360595703125,0.9400637745857239,,,,,,
367,3091.29296875,11,7351.35888671875,0.39522379636764526,,,,,,
368,2506.078125,11,6198.41064453125,0.7662266492843628,,,,,,
369,2292.536865234375,11,5399.46630859375,0.7627241015434265,,,,,,
370,2601.172119140625,11,6747.830078125,0.7492942810058594,,,,,,
371,625.42431640625,11,1320.6634521484375,0.8425458669662476,,,,,,
371,,11,,,3909.99365234375,0.7055721879005432,5954.861328125,,,
372,2119.055908203125,12,6106.4375,0.7520776987075806,,,,,,
373,2802.122802734375,12,6695.72265625,0.5615137815475464,,,,,,
374,2344.5380859375,12,5577.015625,0.7674332857131958,,,,,,
375,1780.5771484375,12,4607.943359375,0.8854702711105347,,,,,,
376,2648.8837890625,12,5765.56640625,0.5908163785934448,,,,,,
377,1773.8021240234375,12,4369.75,0.8863793015480042,,,,,,
378,2114.222900390625,12,5742.53076171875,0.82044917345047,,,,,,
379,2253.9091796875,12,5930.658203125,0.7804726958274841,,,,,,
380,1917.853759765625,12,4587.33251953125,0.8409751653671265,,,,,,
381,3059.1337890625,12,7021.3994140625,0.6343356370925903,,,,,,
382,1605.9154052734375,12,4252.21630859375,0.8392516374588013,,,,,,
383,2174.675537109375,12,6080.29638671875,0.6622425317764282,,,,,,
384,2070.951171875,12,5177.24951171875,0.7270488739013672,,,,,,
385,3178.58642578125,12,7424.013671875,-0.0034911632537841797,,,,,,
386,2795.953369140625,12,8082.27587890625,0.6574444770812988,,,,,,
387,2192.605712890625,12,5541.75244140625,0.6708641052246094,,,,,,
388,2010.805908203125,12,4465.69189453125,0.7361747026443481,,,,,,
