step,mse_loss,epoch,loss,r2_score,val_mae,val_r2_score,val_mse_loss,test_mse_loss,test_mae,test_r2_score
0,14193.8017578125,0,17620.853515625,-1.8477756977081299,,,,,,
1,14923.0625,0,21256.47265625,-0.9718793630599976,,,,,,
2,9309.4248046875,0,11975.5703125,-1.5271239280700684,,,,,,
3,12997.4140625,0,15843.9619140625,-2.0575473308563232,,,,,,
4,13446.4033203125,0,17286.58984375,-1.5313897132873535,,,,,,
5,7806.4052734375,0,9644.89453125,-1.8977034091949463,,,,,,
6,16119.09375,0,22810.126953125,-0.9946596622467041,,,,,,
7,13878.740234375,0,17576.08984375,-1.6464786529541016,,,,,,
8,11849.396484375,0,16806.708984375,-0.9730756282806396,,,,,,
9,10222.943359375,0,14588.5986328125,-0.9409599304199219,,,,,,
10,11622.3935546875,0,15735.41796875,-1.1631977558135986,,,,,,
11,13982.6796875,0,19143.51171875,-1.074310302734375,,,,,,
12,16054.919921875,0,20055.123046875,-1.6446349620819092,,,,,,
13,16448.01953125,0,22760.57421875,-0.9534059762954712,,,,,,
14,9508.8095703125,0,13276.7119140625,-0.8817309141159058,,,,,,
15,9028.287109375,0,12145.712890625,-0.9235439300537109,,,,,,
16,5930.92724609375,0,8057.373046875,-0.7738635540008545,,,,,,
17,12016.935546875,0,16986.515625,-0.6925246715545654,,,,,,
18,10264.8525390625,0,16118.9501953125,-0.37278807163238525,,,,,,
19,8649.1005859375,0,12644.0205078125,-0.230485200881958,,,,,,
20,6116.138671875,0,10365.912109375,0.13338243961334229,,,,,,
21,6512.529296875,0,10830.2861328125,0.14534097909927368,,,,,,
22,3846.3818359375,0,5809.65380859375,0.30471616983413696,,,,,,
23,10362.0537109375,0,16079.6640625,0.2176782488822937,,,,,,
24,5358.80029296875,0,8181.6484375,0.3663618564605713,,,,,,
25,5902.857421875,0,8952.857421875,0.46054506301879883,,,,,,
26,5632.9833984375,0,7627.89404296875,0.5602448582649231,,,,,,
27,4575.8642578125,0,5554.310546875,0.5434766411781311,,,,,,
28,4850.77001953125,0,6930.27880859375,0.6405049562454224,,,,,,
29,5493.318359375,0,7050.8818359375,0.6537591218948364,,,,,,
30,7865.55908203125,0,7968.033203125,0.6774159669876099,,,,,,
30,,0,,,5408.3876953125,0.6566390991210938,6980.66064453125,,,
31,3636.977783203125,1,4314.2158203125,0.7796779870986938,,,,,,
32,7017.513671875,1,9215.9580078125,0.48686015605926514,,,,,,
33,4787.78271484375,1,6736.8017578125,0.6407734155654907,,,,,,
34,5266.7451171875,1,6597.72265625,0.8109420537948608,,,,,,
35,5462.28955078125,1,6555.96630859375,0.5509835481643677,,,,,,
36,5816.193359375,1,9718.982421875,0.3923451900482178,,,,,,
37,4659.5986328125,1,6350.5185546875,0.6874065399169922,,,,,,
38,4344.5390625,1,6583.6376953125,0.5853270292282104,,,,,,
39,4650.1953125,1,6660.4794921875,0.5927177667617798,,,,,,
40,5542.38232421875,1,8116.0537109375,0.688678503036499,,,,,,
41,5433.9033203125,1,6193.8203125,0.6734398603439331,,,,,,
42,4335.62353515625,1,5627.3505859375,0.7185394763946533,,,,,,
43,3834.0419921875,1,5524.7236328125,0.7169417142868042,,,,,,
44,4949.82958984375,1,6078.4912109375,0.5011155009269714,,,,,,
45,4752.95703125,1,7323.99169921875,0.7631497979164124,,,,,,
46,3875.5625,1,4980.78173828125,0.6960633397102356,,,,,,
47,3359.185302734375,1,4247.24853515625,0.8570769429206848,,,,,,
48,3472.77978515625,1,4344.005859375,0.8464969396591187,,,,,,
49,3847.608642578125,1,6156.4287109375,0.6918140649795532,,,,,,
50,4602.22802734375,1,6515.14990234375,0.516092836856842,,,,,,
51,3796.07421875,1,6137.5361328125,0.44422584772109985,,,,,,
52,3926.818115234375,1,5368.59814453125,0.7930006384849548,,,,,,
53,4111.05859375,1,5298.89306640625,0.8451622724533081,,,,,,
54,5256.67529296875,1,6926.15234375,0.7846330404281616,,,,,,
55,4607.28564453125,1,5910.0634765625,0.8489198684692383,,,,,,
56,4154.302734375,1,5452.796875,0.767888069152832,,,,,,
57,5255.37939453125,1,6622.64306640625,0.6525862216949463,,,,,,
58,4521.41796875,1,6184.232421875,0.6495128273963928,,,,,,
59,3417.30859375,1,4395.4296875,0.882320761680603,,,,,,
60,3952.78466796875,1,5901.6259765625,0.82015460729599,,,,,,
61,6594.75341796875,1,8226.6650390625,-0.311464786529541,,,,,,
61,,1,,,4320.11181640625,0.7042811512947083,5997.052734375,,,
62,4094.1298828125,2,5487.10791015625,0.5137358903884888,,,,,,
63,3859.3291015625,2,4925.740234375,0.8433495759963989,,,,,,
